,y,forecasts,scores
0,1.1265490048817162,1.672308786602578,0.5457597817208617
1,0.6369426751592355,2.20943293520854,1.572490260049304
2,0.8614232209737782,1.824524054171884,0.9631008331981056
3,0.635039223010847,1.096227984318022,0.461188761307175
4,0.2612915266890558,1.2398984703120264,0.9786069436229704
5,0.0,2.606738658494897,2.606738658494897
6,-0.2975083674228385,2.7388152301590933,3.036323597581932
7,-0.8534322820037077,1.627710018876858,2.481142300880566
8,-0.2607076350093162,1.634064829482986,1.8947724644923023
9,-0.372162262746567,2.259924897838693,2.6320871605852605
10,-0.6310319227913919,1.5592594897431833,2.190291412534575
11,-0.6298629121896937,1.381324887252914,2.011187799442608
12,-0.519866320089124,1.0960967564899051,1.6159630765790294
13,-0.2606105733432673,1.105083493837496,1.3656940671807634
14,-0.5941329372447068,0.6647645069439472,1.258897444188654
15,-0.8537490720118779,2.043880077259975,2.897629149271853
16,-0.3723008190617993,1.31164752385316,1.683948342914959
17,-0.484171322160154,1.025530053652951,1.509701375813105
18,0.1491980604252152,1.1317246957175044,0.9825266352922892
19,0.374251497005984,1.316503685473592,0.942252188467608
20,0.3734129947722042,0.9733057665519368,0.5998927717797325
21,0.3735524841240289,0.0972873524430591,0.2762651316809698
22,0.2241314904743996,-0.005508436367264,0.2296399268416636
23,0.1491424310216205,1.0020979877150644,0.8529555566934439
24,0.3732736095558131,0.1010629949502198,0.2722106146055932
25,0.5225830533781339,0.9668990291300104,0.4443159757518765
26,0.9712364587224576,0.4772821346175988,0.4939543241048588
27,1.647323099962561,0.2506890389701605,1.3966340609924006
28,1.9805680119581397,0.2664982019398607,1.7140698100182783
29,2.208083832335328,0.130859125278097,2.077224707057231
30,1.862197392923659,0.1554814264399846,1.7067159664836744
31,2.572706935123037,0.3258199384326093,2.2468869966904275
32,2.34375,0.3537605608631899,1.98998943913681
33,2.828433196873825,0.6665419368613142,2.161891260012511
34,3.130823704808061,0.9455682252900682,2.185255479517993
35,3.499627699180952,0.9535544419878929,2.5460732571930587
36,3.607288955001864,0.8533297382163734,2.7539592167854905
37,3.713330857779429,0.769783072566122,2.943547785213307
38,3.588605253422128,1.3345481268979535,2.2540571265241747
39,3.53591160220994,1.6432889301664957,1.8926226720434447
40,3.297911322828884,2.2454224936694795,1.052488829159404
41,3.551812522885389,2.4473386688967933,1.104473853988596
42,3.546617915904937,3.0817919941117844,0.4648259217931527
43,2.944383860414379,2.9104518326190445,0.0339320277953345
44,3.271537622682663,2.7869160280089047,0.4846215946737584
45,3.040173724212813,2.5730532577921985,0.467120466420615
46,3.5056017347307566,3.030273005793452,0.4753287289373049
47,3.237410071942448,2.7582650210796587,0.4791450508627894
48,3.625269203158665,3.692091715319875,0.0668225121612096
49,3.616183315431432,3.838230962507952,0.2220476470765198
50,3.3571428571428585,2.929341653923916,0.4278012032189426
51,2.8459622909996485,3.477455498362268,0.6314932073626194
52,2.483150053210359,3.106922045953081,0.6237719927427219
53,2.333804809052342,3.724745103425045,1.3909402943727027
54,2.083333333333326,3.3709398993622366,1.2876065660289109
55,2.083333333333326,3.835089808405452,1.7517564750721264
56,1.9007391763463444,3.901654938726333,2.000915762379989
57,1.7562346329469625,3.494417612311062,1.7381829793640995
58,1.2918994413407825,2.7391297053715107,1.4472302640307282
59,1.0452961672473782,2.292118534339306,1.2468223670919278
60,0.3463803255975062,2.231022115061738,1.884641789464232
61,0.1382170006910765,2.013915118275408,1.875698117584331
62,0.3455425017277136,1.978349288633456,1.6328067869057423
63,0.6918021445866396,1.7907168107371745,1.098914666150535
64,0.8999653859466772,1.653326037395887,0.7533606514492097
65,0.8293020041465038,1.2054388059190797,0.3761368017725759
66,1.1760636457972984,0.8559494262361064,0.320114219561192
67,1.5219647180906293,0.0406617533645871,1.481302964726042
68,1.3816925734024157,0.0360671354686079,1.3456254379338075
69,1.5188125647221271,0.8250765256727888,0.6937360390493386
70,1.2409513960703222,1.3858995820018378,0.1449481859315156
71,1.4137931034482687,1.579888030007048,0.1660949265587792
72,1.5188125647221271,1.2310550122705584,0.287757552451569
73,1.9323671497584405,1.6230580903537353,0.3093090594047052
74,1.8250688705234277,2.1747694376578552,0.3497005671344277
75,1.7176228100309163,1.780938077185426,0.0633152671545094
76,1.3722126929674117,1.7956945401482636,0.4234818471808519
77,1.473612063056895,1.4746850862139165,0.0010730231570215
78,1.2307692307692353,1.7520201626292402,0.5212509318600049
79,1.362862010221466,2.048291393244549,0.6854293830230831
80,1.465076660988074,2.3925163923292967,0.9274397313412228
81,1.3600816048962905,2.171348425188298,0.8112668202920075
82,1.6002723867892366,1.815280902168777,0.2150085153795404
83,1.4620877252635056,1.4282740196664996,0.033813705597006
84,1.4620877252635056,1.7294114756331025,0.2673237503695966
85,0.9140148950575576,1.6506143732787677,0.7365994782212097
86,0.9130875887723988,1.8505884991797896,0.937500910407391
87,0.7767646065518496,2.105830766491561,1.3290661599397118
88,1.25211505922167,1.866359768968083,0.614244709746413
89,1.1144883485309176,2.0785269585881587,0.9640386100572412
90,1.249577845322536,1.881696133800352,0.632118288477816
91,0.7731092436974896,1.623752289981775,0.8506430462842853
92,0.671591672263272,0.9618331720276426,0.2902414997643706
93,0.6709158000671067,0.967510362128585,0.2965945620614783
94,0.6702412868632601,1.194144110175697,0.523902823312437
95,0.9048257372654244,1.7755854014521004,0.8707596641866759
96,1.1058981233244003,1.6049137860132063,0.499015662688806
97,1.3418316001341912,1.4714610596433324,0.1296294595091411
98,1.3404825737265424,0.8791604601531895,0.4613221135733529
99,1.2399463806970434,0.6959376127170923,0.5440087679799511
100,1.0026737967914423,0.9025452646810712,0.1001285321103712
101,1.135604542418167,0.9343687816071312,0.2012357608110357
102,1.4676450967311627,1.1888611664668411,0.2787839302643216
103,1.33422281521014,1.3927698655007492,0.0585470502906093
104,1.33422281521014,1.5448383781463524,0.2106155629362125
105,1.2329223592135952,1.437473693204566,0.2045513339909708
106,1.331557922769644,1.2674003224469448,0.0641576003226991
107,1.2288276320159497,1.0427683883785772,0.1860592436373724
108,1.1269472986410234,1.2527240253692171,0.1257767267281937
109,0.893743793445867,1.5951071986370522,0.7013634051911852
110,0.8928571428571619,1.325544105028933,0.432686962171771
111,1.3240648791790657,1.2681688976964542,0.0558959814826112
112,1.5552614162806178,1.2173725213206674,0.3378888949599503
113,1.5521796565389767,1.2474498627602058,0.3047297937787709
114,0.9861932938855844,1.2208342943802517,0.2346410004946673
115,1.2179065174456882,1.195174817347294,0.0227317000983942
116,1.3166556945358954,1.1633409464375226,0.1533147480983727
117,1.6458196181698526,1.220708454666675,0.4251111635031774
118,1.6425755584756896,1.2219132659062837,0.4206622925694061
119,1.4107611548556331,1.1179131922740286,0.2928479625816045
120,1.4093739757456536,1.1115428721185252,0.2978311036271284
121,1.5419947506561726,1.2547240274421916,0.287270723213981
122,1.5404785316289749,1.1970323807585668,0.3434461508704081
123,1.3067624959163693,1.1689946499142227,0.1377678460021465
124,1.0752688172043,1.2056245400592691,0.130355722854969
125,0.9756097560975618,1.2378921229292468,0.2622823668316849
126,1.171875,1.25054584209648,0.0786708420964801
127,1.2032520325203189,1.256114468350743,0.0528624358304241
128,1.3970110461338558,1.2646273322508628,0.132383713882993
129,1.1981865284974136,1.2696168273267,0.0714302988292865
130,1.098901098901095,1.2820489074010606,0.1831478084999656
131,1.1970236169524415,1.2771971829539843,0.0801735660015428
132,1.195862960568839,1.2927921234494697,0.096929162880631
133,1.3893376413570246,1.2638470201805034,0.1254906211765212
134,1.61394448030987,1.2678429582563764,0.3461015220534937
135,1.9348597226700903,1.2491921976244338,0.6856675250456565
136,1.8052869116698789,1.2562041084855742,0.5490828031843047
137,1.6103059581320522,1.2399153120060822,0.37039064612597
138,1.737451737451745,1.225972011607926,0.5114797258438191
139,1.7030848329048665,1.2210076178245786,0.4820772150802879
140,1.7302146747837144,1.2191922255125272,0.5110224492711872
141,1.9200000000000104,1.202523469130668,0.7174765308693425
142,1.9181585677749304,1.1884979631359225,0.7296606046390077
143,2.557544757033248,1.217706422257369,1.3398383347758789
144,2.778664963270528,1.2433631673497725,1.5353017959207549
145,2.8680688336520044,1.2297804465139792,1.6382883871380252
146,2.763659466327839,1.2287510284530463,1.5349084378747926
147,2.4359379943056148,1.241681611825009,1.1942563824806058
148,2.754908169727699,1.27161396250992,1.483294207217779
149,3.4865293185419866,1.366783825194315,2.119745493347672
150,3.5736875395319334,1.81287624380536,1.7608112957265736
151,3.791469194312813,2.173135144033957,1.618334050278856
152,3.5590551181102548,2.6924627966720824,0.8665923214381723
153,3.3594976452119285,2.3686211677839504,0.990876477427978
154,3.19949811794229,1.9304334173313105,1.2690647006109794
155,2.8678304239401653,2.722664306658237,0.1451661172819283
156,2.5481665630826544,4.142071998111154,1.5939054350284998
157,2.5402726146220638,4.006268375615538,1.4659957609934748
158,2.3183925811437467,4.993972683280538,2.6755801021367915
159,2.841260037059889,4.059289778121035,1.2180297410611454
160,2.9275808936825687,3.750213206455604,0.8226323127730355
161,2.6033690658499253,3.38910824931572,0.7857391834657945
162,2.595419847328251,2.786549895171809,0.1911300478435587
163,2.587519025875196,2.4313802314614765,0.1561387944137191
164,3.10218978102188,2.4925489761031114,0.6096408049187687
165,3.280680437424044,2.211123134525268,1.069557302898776
166,3.647416413373872,2.78781338798294,0.8596030253909319
167,3.6363636363636376,2.738022807911751,0.8983408284518868
168,3.939393939393932,2.452096843021955,1.4872970963719765
169,3.92749244712991,2.548240345984369,1.3792521011455403
170,4.229607250755274,2.5006240477351027,1.7289832030201713
171,4.2042042042042205,3.021080324109821,1.1831238800943993
172,4.491017964071853,3.085043348144712,1.405974615927141
173,4.477611940298498,3.530382892990146,0.947229047308352
174,4.464285714285721,3.4329899426948,1.031295771590921
175,4.7477744807121525,3.9942288493326106,0.7535456313795419
176,4.424778761061954,3.897926336019232,0.5268524250427213
177,4.705882352941182,4.422064749667386,0.2838176032737962
178,4.692082111436946,4.171113453375419,0.5209686580615269
179,4.678362573099393,4.730908528456935,0.0525459553575426
180,5.247813411078739,4.580399567690749,0.6674138433879895
181,5.523255813953476,4.612443515340981,0.9108122986124948
182,5.507246376811592,5.155424823606028,0.3518215532055642
183,5.475504322766556,4.36256809337434,1.1129362293922158
184,5.4441260744985565,4.896131282307824,0.5479947921907327
185,5.428571428571427,4.859130189218922,0.5694412393525052
186,5.698005698005693,4.771293117503877,0.9267125805018156
187,5.665722379603411,5.735860187497772,0.070137807894361
188,5.932203389830515,6.062388678230206,0.1301852883996908
189,5.89887640449438,5.849571208455751,0.0493051960386292
190,6.162464985994376,5.765637683902513,0.3968273020918627
191,6.424581005586605,5.666316482647812,0.7582645229387932
192,6.094182825484751,5.655172610491902,0.439010214992849
193,6.060606060606077,6.021287155123526,0.0393189054825517
194,6.043956043956045,5.853304490161806,0.1906515537942388
195,6.010928961748618,6.251719203296444,0.2407902415478258
196,5.706521739130444,6.110755859293221,0.4042341201627772
197,5.691056910569103,6.530735612349837,0.8396787017807332
198,5.660377358490565,6.9879169300591695,1.3275395715686047
199,5.630026809651478,6.413209163525269,0.7831823538737908
200,5.600000000000005,6.259938985305324,0.6599389853053195
201,5.570291777188308,6.174184284690583,0.603892507502275
202,5.277044854881274,6.125427145279186,0.8483822903979119
203,4.724409448818889,5.677353838189925,0.9529443893710354
204,4.438642297650142,5.674800962708885,1.2361586650587435
205,4.155844155844157,5.678405765018642,1.522561609174485
206,4.404145077720201,5.625859810590859,1.221714732870658
207,4.381443298969079,5.660197938658234,1.2787546396891551
208,4.370179948586128,5.635711818324952,1.2655318697388234
209,4.358974358974366,5.268147151556188,0.9091727925818224
210,4.081632653061207,4.620920984955226,0.5392883318940189
211,3.8071065989847774,4.458494740234814,0.6513881412500364
212,3.535353535353525,4.191583396523027,0.6562298611695025
213,3.266331658291466,4.498228546342505,1.2318968880510388
214,3.2581453634085378,4.532600297391802,1.2744549339832645
215,3.759398496240607,4.441667797683799,0.682269301443192
216,3.499999999999992,4.48388047572355,0.9838804757235584
217,3.4912718204488824,4.168052063706125,0.6767802432572427
218,3.2258064516129226,3.8834844594020312,0.6576780077891087
219,2.9629629629629672,3.752058050291244,0.7890950873282767
220,2.9556650246305383,3.635757738813744,0.680092714183206
221,2.9484029484029284,3.7484593177689063,0.8000563693659783
222,3.1862745098039325,4.464544519515216,1.2782700097112834
223,3.1784841075794823,3.939711935248311,0.7612278276688285
224,3.4146341463414664,3.8450142976677086,0.4303801513262422
225,3.406326034063256,3.762508627214896,0.3561825931516393
226,3.640776699029136,3.454173916264927,0.1866027827642087
227,3.864734299516903,3.599811785368296,0.2649225141486075
228,4.830917874396135,3.386308128721584,1.4446097456745504
229,5.301204819277117,3.743670779378033,1.5575340398990836
230,5.528846153846145,3.536112517414318,1.992733636431827
231,5.995203836930463,3.8886936767007767,2.106510160229686
232,5.741626794258381,3.720328488871792,2.0212983053865887
233,7.398568019093088,4.019791008910895,3.378777010182193
234,7.3634204275534465,4.224600265989573,3.1388201615638733
235,8.056872037914697,5.654664798060908,2.402207239853789
236,8.25471698113207,5.874268933580769,2.380448047551301
237,8.94117647058823,5.55201982261884,3.38915664796939
238,9.601873536299754,6.040770672324158,3.561102863975596
239,9.999999999999986,5.278293060831092,4.721706939168894
240,10.138248847926269,8.22926252412253,1.9089863238037363
241,10.068649885583516,8.075862115217914,1.9927877703656005
242,10.70615034168565,7.892555492460638,2.813594849225012
243,10.859728506787311,8.461345062451098,2.398383444336215
244,11.53846153846152,9.662593064018782,1.8758684744427363
245,10.888888888888882,11.802029178397373,0.9131402895084904
246,11.94690265486724,11.815695514730695,0.131207140136544
247,11.842105263157896,10.794566160912634,1.0475391022452634
248,12.200435729847502,9.603277001685672,2.59715872816183
249,12.095032397408213,12.16472819527576,0.0696957978675492
250,11.752136752136757,12.528519635742605,0.7763828836058497
251,11.205073995771686,13.912774726982914,2.707700731211228
252,10.460251046025103,10.86055373269,0.4003026866648955
253,10.187110187110182,13.352685184951106,3.165574997840924
254,9.259259259259256,14.20524310219004,4.945983842930783
255,9.183673469387754,13.43896408686611,4.255290617478355
256,9.533468559837743,13.223216387974585,3.6897478281368414
257,8.617234468937895,11.483673323985006,2.866438855047111
258,7.905138339920947,9.650927266151836,1.7457889262308883
259,7.647058823529407,7.720093448276905,0.073034624747498
260,7.37864077669903,8.340094986342546,0.9614542096435156
261,7.129094412331405,6.825614599835519,0.3034798124958859
262,6.692160611854692,7.300721526422999,0.6085609145683071
263,6.273764258555126,9.709735098444773,3.435970839889647
264,6.060606060606055,7.757574064134664,1.6969680035286083
265,5.849056603773595,5.782489059855452,0.0665675439181425
266,6.214689265536721,6.625136782142657,0.4104475166059353
267,5.981308411214958,6.985199000888922,1.003890589673964
268,5.555555555555558,6.823558186485712,1.2680026309301544
269,5.719557195571956,6.268534971100289,0.5489777755283329
270,5.494505494505497,5.608154235393437,0.1136487408879398
271,5.464480874316946,5.694098993820358,0.2296181195034119
272,5.063291139240511,5.773574544580428,0.7102834053399167
273,5.035971223021574,6.786028152304972,1.7500569292833985
274,5.197132616487465,6.548573829607397,1.3514412131199318
275,6.082289803220031,5.4747211572630965,0.6075686459569347
276,6.428571428571428,6.139545241763793,0.2890261868076349
277,6.951871657754016,6.136717630768956,0.8151540269850601
278,6.737588652482285,5.948472752626588,0.7891158998556973
279,6.701940035273357,5.189016770651934,1.5129232646214232
280,6.666666666666665,5.347575465029513,1.3190912016371523
281,6.631762652705064,6.16758210157599,0.4641805511290746
282,6.423611111111094,7.872223974343193,1.448612863232099
283,6.390328151986191,8.240221998497233,1.8498938465110424
284,6.712564543889843,8.293023046877366,1.5804585029875229
285,6.67808219178081,7.554352063381678,0.8762698716008686
286,6.814310051107331,7.093321314856221,0.2790112637488899
287,6.239460370994943,7.259837858649586,1.0203774876546436
288,6.375838926174482,7.249888573976636,0.8740496478021544
289,6.499999999999995,7.009344776717597,0.5093447767176027
290,7.14285714285714,7.033762241546415,0.1090949013107245
291,7.438016528925617,7.687445495669312,0.2494289667436948
292,7.7302631578947345,7.405960671744732,0.3243024861500023
293,7.855973813420625,7.326410534275336,0.5295632791452887
294,8.482871125611746,6.466724847132502,2.016146278479244
295,8.92857142857142,6.609655388047015,2.318916040524405
296,8.870967741935477,7.40929790025595,1.4616698416795266
297,8.988764044943842,7.986341999696409,1.0024220452474335
298,9.250398724082933,8.310745474551702,0.9396532495312292
299,9.84126984126985,8.246174386720531,1.5950954545493197
300,10.252365930599373,8.136556157224637,2.1158097733747336
301,10.485133020344284,8.876264874558172,1.6088681457861114
302,10.697674418604652,9.236434137397463,1.4612402812071874
303,11.076923076923071,8.584105085526858,2.4928179913962154
304,11.45038167938932,8.537575036755857,2.9128066426334627
305,11.836115326251884,9.016238395252426,2.819876930999458
306,11.879699248120312,9.671988021630929,2.207711226489385
307,12.071535022354718,10.00146697601206,2.0700680463426586
308,12.5925925925926,9.656436265889038,2.9361563267035606
309,13.254786450662737,10.10396989954224,3.150816551120497
310,13.868613138686126,9.975602703370807,3.893010435315317
311,14.161849710982644,10.568342443513083,3.59350726746956
312,14.592274678111572,10.768524077845049,3.823750600266525
313,14.589235127478762,10.48776395938298,4.101471168095781
314,14.425770308123242,11.108559392802276,3.317210915320967
315,14.265927977839322,12.969228823676737,1.296699154162587
316,13.15068493150684,15.175700237257445,2.025015305750605
317,12.890094979647216,16.21186585196059,3.3217708723133725
318,12.768817204301076,16.709677462381066,3.94086025807999
319,12.632978723404252,17.29415874178147,4.661180018377216
320,12.631578947368416,15.70043995424796,3.068861006879544
321,12.353706111833551,15.266948758917792,2.9132426470842407
322,11.794871794871796,14.953808163438133,3.1589363685663336
323,11.392405063291132,9.992517733684464,1.3998873296066687
324,10.611735330836458,11.353846421096728,0.7421110902602699
325,10.13597033374536,12.5265715159356,2.3906011821902418
326,9.79192166462668,12.509237725769534,2.7173160611428546
327,9.696969696969692,12.753581141570717,3.0566114446010246
328,10.774818401937058,12.126113510348132,1.3512951084110745
329,10.817307692307686,11.02165088113268,0.2043431888249944
330,10.96543504171632,10.545575107448988,0.4198599342673326
331,10.271546635182991,9.147556105817172,1.1239905293658197
332,9.579439252336464,9.059359441325686,0.5200798110107776
333,8.912037037037024,9.089982028435823,0.1779449913987996
334,8.25688073394495,9.650548958212289,1.393668224267337
335,7.613636363636367,12.29985212886772,4.686215765231353
336,6.884875846501148,11.415443500264296,4.530567653763147
337,6.621773288439958,11.270304104779836,4.6485308163398775
338,6.911928651059096,9.860476131459386,2.94854748040029
339,7.182320441988943,8.732047808306554,1.5497273663176108
340,6.557377049180335,8.114311808992985,1.5569347598126502
341,5.965292841648595,7.478508847854576,1.5132160062059803
342,4.940923737916236,7.059476341549386,2.11855260363315
343,5.032119914346889,6.214726983418336,1.1826070690714472
344,4.47761194029852,6.986328936783506,2.508716996484986
345,3.825717321997879,8.61064155433817,4.78492423234029
346,3.7076271186440746,9.151464213414908,5.443837094770833
347,3.484688489968324,6.952626777134944,3.4679382871666204
348,3.590285110876445,5.773937593130796,2.1836524822543506
349,4.000000000000004,3.67266386258064,0.3273361374193637
350,3.44108446298228,6.159134689565636,2.7180502265833555
351,2.4742268041237248,5.261769822876245,2.78754301875252
352,2.358974358974364,3.257679772327199,0.8987054133528352
353,2.456499488229258,4.301988519244887,1.845489031015629
354,2.763561924257929,3.4014155595955997,0.6378536353376703
355,2.752293577981657,4.362192084616266,1.6098985066346092
356,3.1632653061224536,5.742184753856511,2.578919447734058
357,3.787103377686796,2.725048775794096,1.0620546018926995
358,4.290091930541351,-0.4076711706281036,4.697763101169454
359,4.693877551020398,1.1588523397722992,3.5350252112480987
360,4.892966360856277,2.0956078677994463,2.7973584930568305
361,4.5546558704453455,2.9674331031186827,1.5872227673266628
362,4.3346774193548265,2.290574056478769,2.044103362876057
363,4.325955734406439,3.4864421639758505,0.8395135704305887
364,4.308617234468937,4.709920498183653,0.4013032637147162
365,4.295704295704317,5.148461221895364,0.8527569261910468
366,4.2828685258964105,5.383485302061311,1.1006167761649008
367,4.265873015873023,5.162831365402353,0.8969583495293305
368,4.154302670623156,3.939596062328368,0.2147066082947875
369,4.043392504930954,3.811382059992044,0.23201044493891
370,3.52595494613126,4.097197040660825,0.5712420945295653
371,3.606237816764146,4.064843291733038,0.4586054749688921
372,3.790087463556846,4.041970209237216,0.25188274568037
373,3.581800580832528,4.010893347061553,0.4290927662290249
374,3.5748792270531515,3.971044127064745,0.396164900011593
375,3.6644165863066513,3.7874557561775983,0.1230391698709469
376,3.458213256484166,3.71003312603136,0.2518198695471936
377,3.3524904214559337,3.0002708836779126,0.352219537778021
378,3.2473734479465,3.477111391372572,0.229737943426072
379,3.2350142721217834,3.6845746448361294,0.4495603727143469
380,3.5137701804368597,3.1806475781193844,0.3331226023174749
381,3.791469194312791,3.4064864814974705,0.3849827128153205
382,3.973509933774833,3.5652316930600114,0.4082782407148211
383,3.19849482596426,3.230064722093387,0.031569896129127
384,2.153558052434445,3.2741547939963365,1.120596741561891
385,1.5887850467289688,3.190587193983242,1.6018021472542734
386,1.679104477611948,3.216358829193706,1.5372543515817587
387,1.7674418604651132,3.6130256289280913,1.845583768462978
388,1.671309192200554,3.777285565556757,2.105976373356203
389,1.575532900834098,3.8887090993342905,2.3131761985001926
390,1.757631822386685,2.7965824803865686,1.0389506579998835
391,1.5668202764977046,1.9481943012690095,0.3813740247713051
392,1.2844036697247765,2.1459186409964293,0.861514971271653
393,1.187214611872145,2.4655362863450425,1.2783216744728976
394,1.364877161055511,2.498487667530952,1.1336105064754407
395,1.914311759343668,2.261866213910632,0.3475544545669637
396,2.8414298808432603,2.2855698198650423,0.555860060978218
397,3.679852805887762,2.4871399337084354,1.1927128721793268
398,3.669724770642202,2.106379705541993,1.5633450651002092
399,3.7477148080438782,1.858629555303604,1.8890852527402744
400,3.926940639269394,1.6920197910138333,2.2349208482555607
401,4.2883211678832245,1.980070238929087,2.3082509289541377
402,4.2727272727272725,2.650244931723812,1.6224823410034608
403,4.355716878402904,3.195714286020079,1.1600025923828254
404,4.528985507246386,3.49130201862453,1.0376834886218558
405,4.332129963898912,3.167205166172571,1.164924797726341
406,4.129263913824044,3.420247792664452,0.7090161211595918
407,3.935599284436497,3.3082997775102245,0.6272995069262728
408,3.832442067736186,3.726597944990563,0.1058441227456228
409,3.9929015084294575,3.5828870910381383,0.41001441739132
410,3.9823008849557473,3.6869284500191153,0.295372434936632
411,3.96475770925111,3.929478859657428,0.0352788495936824
412,4.130052724077338,3.5888334874974364,0.5412192365799013
413,4.111986001749779,3.539105501893212,0.5728804998565669
414,4.184829991281602,3.619203888944873,0.5656261023367293
415,4.260869565217407,3.663869136758066,0.5970004284593413
416,4.246100519930662,3.7990531239167487,0.4470473960139136
417,4.41176470588236,3.6484227437191663,0.7633419621631932
418,4.482758620689653,3.6774713537454153,0.8052872669442377
419,4.647160068846801,3.89384358770003,0.7533164811467707
420,4.892703862660941,3.7003149947623606,1.1923888678985803
421,5.034129692832767,3.828235662788135,1.2058940300446324
422,5.276595744680845,3.836687468516296,1.439908276164549
423,5.16949152542372,3.759440351353549,1.4100511740701704
424,5.063291139240511,3.9714422159312015,1.0918489233093096
425,4.621848739495804,4.004874811277029,0.6169739282187754
426,4.435146443514637,4.180860423335866,0.2542860201787711
427,4.587155963302747,4.357976384534556,0.2291795787681909
428,4.655029093931851,4.405038859872432,0.2499902340594184
429,4.639602319801162,4.768991176586885,0.1293888567857237
430,5.198019801980203,4.363934956739644,0.8340848452405583
431,5.263157894736836,4.464077853607059,0.7990800411297769
432,5.237315875613735,3.891614771912985,1.3457011037007498
